word,korean_meaning,level,korean_example,english_translation,image_file,tts_word_en,tts_meaning_ko,tts_example_en,tts_example_ko,category,difficulty
distinct,뚜렷한,,그 두 색은 뚜렷한 차이가 있다.,The two colors have a distinct difference.,distinct.png,distinct_word_en.mp3,distinct_meaning_ko.mp3,distinct_example_en.mp3,distinct_example_ko.mp3,중급,3
distinguish,구별하다,,아이들은 빨간색과 주황색을 구별할 수 있었다.,The children could distinguish red from orange.,distinguish.png,distinguish_word_en.mp3,distinguish_meaning_ko.mp3,distinguish_example_en.mp3,distinguish_example_ko.mp3,중급,3
distract,주의를 돌리다,,시끄러운 소리가 내 주의를 돌렸다.,The loud noise distracted me.,distract.png,distract_word_en.mp3,distract_meaning_ko.mp3,distract_example_en.mp3,distract_example_ko.mp3,중급,3
distribute,분배하다,,선생님은 학생들에게 시험지를 분배했다.,The teacher distributed the test papers to the students.,distribute.png,distribute_word_en.mp3,distribute_meaning_ko.mp3,distribute_example_en.mp3,distribute_example_ko.mp3,비즈니스,3
distribution,분배,,음식의 공정한 분배가 필요하다.,Fair distribution of food is necessary.,distribution.png,distribution_word_en.mp3,distribution_meaning_ko.mp3,distribution_example_en.mp3,distribution_example_ko.mp3,비즈니스,3
district,지역,,이 지역에는 작은 가게가 많다.,There are many small shops in this district.,district.png,district_word_en.mp3,district_meaning_ko.mp3,district_example_en.mp3,district_example_ko.mp3,중급,3
disturb,방해하다,,공부하는 친구를 방해하지 마세요.,Please do not disturb your friend who is studying.,disturb.png,disturb_word_en.mp3,disturb_meaning_ko.mp3,disturb_example_en.mp3,disturb_example_ko.mp3,중급,3
dive,다이빙하다,,그는 바다에서 다이빙했다.,He dived in the sea.,dive.png,dive_word_en.mp3,dive_meaning_ko.mp3,dive_example_en.mp3,dive_example_ko.mp3,중급,3
diverse,다양한,,이 학교에는 다양한 나라에서 온 학생들이 있다.,This school has students from diverse countries.,diverse.png,diverse_word_en.mp3,diverse_meaning_ko.mp3,diverse_example_en.mp3,diverse_example_ko.mp3,중급,3
diversity,다양성,,우리는 문화의 다양성을 존중해야 한다.,We should respect cultural diversity.,diversity.png,diversity_word_en.mp3,diversity_meaning_ko.mp3,diversity_example_en.mp3,diversity_example_ko.mp3,중급,3
division,구분,,이 표는 나이에 따른 구분을 보여 준다.,This chart shows the division by age.,division.png,division_word_en.mp3,division_meaning_ko.mp3,division_example_en.mp3,division_example_ko.mp3,중급,3
divorce,이혼,,그 부부는 오랜 대화 끝에 이혼을 결정했다.,The couple decided on divorce after a long conversation.,divorce.png,divorce_word_en.mp3,divorce_meaning_ko.mp3,divorce_example_en.mp3,divorce_example_ko.mp3,중급,3
domestic,국내의,,국내의 여행지가 요즘 인기가 많다.,Domestic travel destinations are very popular these days.,domestic.png,domestic_word_en.mp3,domestic_meaning_ko.mp3,domestic_example_en.mp3,domestic_example_ko.mp3,여행,2
dominant,지배적인,,그 회사는 시장에서 지배적인 위치에 있다.,The company is in a dominant position in the market.,dominant.png,dominant_word_en.mp3,dominant_meaning_ko.mp3,dominant_example_en.mp3,dominant_example_ko.mp3,중급,3
dominate,지배하다,,큰 기업들이 그 산업을 지배하고 있다.,Large companies dominate that industry.,dominate.png,dominate_word_en.mp3,dominate_meaning_ko.mp3,dominate_example_en.mp3,dominate_example_ko.mp3,중급,3
donation,기부,,그녀는 병원에 큰 기부를 했다.,She made a large donation to the hospital.,donation.png,donation_word_en.mp3,donation_meaning_ko.mp3,donation_example_en.mp3,donation_example_ko.mp3,중급,3
dot,점,,종이에 작은 점을 찍었다.,I made a small dot on the paper.,dot.png,dot_word_en.mp3,dot_meaning_ko.mp3,dot_example_en.mp3,dot_example_ko.mp3,중급,3
downtown,시내,,우리는 주말에 시내에서 만났다.,We met downtown on the weekend.,downtown.png,downtown_word_en.mp3,downtown_meaning_ko.mp3,downtown_example_en.mp3,downtown_example_ko.mp3,중급,3
downwards,아래로,,비가 창문을 따라 아래로 흘렀다.,The rain flowed downwards along the window.,downwards.png,downwards_word_en.mp3,downwards_meaning_ko.mp3,downwards_example_en.mp3,downwards_example_ko.mp3,중급,3
dozen,열두 개,,나는 달걀 열두 개를 샀다.,I bought a dozen eggs.,dozen.png,dozen_word_en.mp3,dozen_meaning_ko.mp3,dozen_example_en.mp3,dozen_example_ko.mp3,중급,3
draft,초안,,그는 보고서의 초안을 작성했다.,He wrote a draft of the report.,draft.png,draft_word_en.mp3,draft_meaning_ko.mp3,draft_example_en.mp3,draft_example_ko.mp3,중급,3
drag,끌다,,그는 무거운 상자를 문까지 끌었다.,He dragged the heavy box to the door.,drag.png,drag_word_en.mp3,drag_meaning_ko.mp3,drag_example_en.mp3,drag_example_ko.mp3,중급,3
dramatic,극적인,,경기 마지막에 극적인 변화가 있었다.,There was a dramatic change at the end of the game.,dramatic.png,dramatic_word_en.mp3,dramatic_meaning_ko.mp3,dramatic_example_en.mp3,dramatic_example_ko.mp3,중급,3
dramatically,극적으로,,새로운 약 덕분에 환자의 상태가 극적으로 좋아졌다.,"Thanks to the new medicine, the patient's condition improved dramatically.",dramatically.png,dramatically_word_en.mp3,dramatically_meaning_ko.mp3,dramatically_example_en.mp3,dramatically_example_ko.mp3,중급,3
drought,가뭄,,오랜 가뭄으로 농작물이 말랐다.,The crops dried up because of the long drought.,drought.png,drought_word_en.mp3,drought_meaning_ko.mp3,drought_example_en.mp3,drought_example_ko.mp3,중급,3
dull,지루한,,그 영화는 너무 지루해서 중간에 나왔다.,The movie was so dull that I left in the middle.,dull.png,dull_word_en.mp3,dull_meaning_ko.mp3,dull_example_en.mp3,dull_example_ko.mp3,중급,3
dump,버리다,,쓰레기를 길에 버리지 마세요.,Please do not dump trash on the street.,dump.png,dump_word_en.mp3,dump_meaning_ko.mp3,dump_example_en.mp3,dump_example_ko.mp3,중급,3
duration,기간,,수업 기간은 한 시간이다.,The duration of the class is one hour.,duration.png,duration_word_en.mp3,duration_meaning_ko.mp3,duration_example_en.mp3,duration_example_ko.mp3,중급,3
dynamic,역동적인,,그 팀은 역동적인 공연을 보여 주었다.,The team gave a dynamic performance.,dynamic.png,dynamic_word_en.mp3,dynamic_meaning_ko.mp3,dynamic_example_en.mp3,dynamic_example_ko.mp3,중급,3
economics,경제학,,그는 대학에서 경제학을 공부한다.,He studies economics at university.,economics.png,economics_word_en.mp3,economics_meaning_ko.mp3,economics_example_en.mp3,economics_example_ko.mp3,중급,3
economist,경제학자,,그 경제학자는 물가 상승을 설명했다.,The economist explained the rise in prices.,economist.png,economist_word_en.mp3,economist_meaning_ko.mp3,economist_example_en.mp3,economist_example_ko.mp3,중급,3
edit,편집하다,,나는 친구의 글을 편집했다.,I edited my friend's writing.,edit.png,edit_word_en.mp3,edit_meaning_ko.mp3,edit_example_en.mp3,edit_example_ko.mp3,중급,3
edition,판,,이 책의 새 판이 다음 달에 나온다.,A new edition of this book will come out next month.,edition.png,edition_word_en.mp3,edition_meaning_ko.mp3,edition_example_en.mp3,edition_example_ko.mp3,중급,3
editorial,사설,,오늘 신문 사설은 교육 문제를 다루었다.,Today's newspaper editorial dealt with education issues.,editorial.png,editorial_word_en.mp3,editorial_meaning_ko.mp3,editorial_example_en.mp3,editorial_example_ko.mp3,중급,3
efficient,효율적인,,이 방법은 시간과 돈을 아끼는 효율적인 방법이다.,This method is an efficient way to save time and money.,efficient.png,efficient_word_en.mp3,efficient_meaning_ko.mp3,efficient_example_en.mp3,efficient_example_ko.mp3,비즈니스,3
efficiently,효율적으로,,그는 일을 효율적으로 처리했다.,He handled the work efficiently.,efficiently.png,efficiently_word_en.mp3,efficiently_meaning_ko.mp3,efficiently_example_en.mp3,efficiently_example_ko.mp3,중급,3
elbow,팔꿈치,,나는 책상에 팔꿈치를 부딪쳤다.,I hit my elbow on the desk.,elbow.png,elbow_word_en.mp3,elbow_meaning_ko.mp3,elbow_example_en.mp3,elbow_example_ko.mp3,중급,3
elderly,나이 드신,,버스에서 나이 드신 분께 자리를 양보했다.,I gave up my seat to an elderly person on the bus.,elderly.png,elderly_word_en.mp3,elderly_meaning_ko.mp3,elderly_example_en.mp3,elderly_example_ko.mp3,중급,3
elect,선출하다,,학생들은 민수를 반장으로 선출했다.,The students elected Minsu as class president.,elect.png,elect_word_en.mp3,elect_meaning_ko.mp3,elect_example_en.mp3,elect_example_ko.mp3,중급,3
electronics,전자 공학,,그는 대학에서 전자 공학을 공부하고 있다.,He is studying electronics at university.,electronics.png,electronics_word_en.mp3,electronics_meaning_ko.mp3,electronics_example_en.mp3,electronics_example_ko.mp3,중급,3
elegant,우아한,,그녀는 우아한 드레스를 입고 파티에 갔다.,She wore an elegant dress to the party.,elegant.png,elegant_word_en.mp3,elegant_meaning_ko.mp3,elegant_example_en.mp3,elegant_example_ko.mp3,중급,3
elementary,기초적인,,이 책은 기초적인 문법을 쉽게 설명한다.,This book explains elementary grammar easily.,elementary.png,elementary_word_en.mp3,elementary_meaning_ko.mp3,elementary_example_en.mp3,elementary_example_ko.mp3,중급,3
eliminate,제거하다,,우리는 문제의 원인을 제거해야 한다.,We need to eliminate the cause of the problem.,eliminate.png,eliminate_word_en.mp3,eliminate_meaning_ko.mp3,eliminate_example_en.mp3,eliminate_example_ko.mp3,중급,3
elsewhere,다른 곳에서,,이 가게에 없으면 다른 곳에서 찾아보자.,"If it is not in this store, let's look elsewhere.",elsewhere.png,elsewhere_word_en.mp3,elsewhere_meaning_ko.mp3,elsewhere_example_en.mp3,elsewhere_example_ko.mp3,중급,3
embrace,껴안다,,아이는 엄마를 꼭 껴안았다.,The child embraced his mother tightly.,embrace.png,embrace_word_en.mp3,embrace_meaning_ko.mp3,embrace_example_en.mp3,embrace_example_ko.mp3,중급,3
emerge,나타나다,,구름 사이로 해가 나타났다.,The sun emerged from between the clouds.,emerge.png,emerge_word_en.mp3,emerge_meaning_ko.mp3,emerge_example_en.mp3,emerge_example_ko.mp3,중급,3
emission,배출,,그 회사는 탄소 배출을 줄이려고 노력한다.,The company is trying to reduce carbon emissions.,emission.png,emission_word_en.mp3,emission_meaning_ko.mp3,emission_example_en.mp3,emission_example_ko.mp3,중급,3
emotional,감정적인,,그는 감정적인 결정을 피하려고 했다.,He tried to avoid an emotional decision.,emotional.png,emotional_word_en.mp3,emotional_meaning_ko.mp3,emotional_example_en.mp3,emotional_example_ko.mp3,중급,3
emotionally,감정적으로,,그 소식은 나를 감정적으로 힘들게 했다.,The news affected me emotionally.,emotionally.png,emotionally_word_en.mp3,emotionally_meaning_ko.mp3,emotionally_example_en.mp3,emotionally_example_ko.mp3,중급,3
emphasis,강조,,선생님은 발음의 중요성에 강조를 두었다.,The teacher placed emphasis on the importance of pronunciation.,emphasis.png,emphasis_word_en.mp3,emphasis_meaning_ko.mp3,emphasis_example_en.mp3,emphasis_example_ko.mp3,중급,3
emphasize,강조하다,,그는 안전의 중요성을 여러 번 강조했다.,He emphasized the importance of safety several times.,emphasize.png,emphasize_word_en.mp3,emphasize_meaning_ko.mp3,emphasize_example_en.mp3,emphasize_example_ko.mp3,중급,3
empire,제국,,로마 제국은 매우 넓은 땅을 지배했다.,The Roman Empire ruled a very large territory.,empire.png,empire_word_en.mp3,empire_meaning_ko.mp3,empire_example_en.mp3,empire_example_ko.mp3,중급,3
enable,가능하게 하다,,이 앱은 사람들이 쉽게 길을 찾을 수 있게 한다.,This app enables people to find their way easily.,enable.png,enable_word_en.mp3,enable_meaning_ko.mp3,enable_example_en.mp3,enable_example_ko.mp3,중급,3
encounter,마주치다,,나는 길에서 옛 친구와 마주쳤다.,I encountered an old friend on the street.,encounter.png,encounter_word_en.mp3,encounter_meaning_ko.mp3,encounter_example_en.mp3,encounter_example_ko.mp3,중급,3
engage,관여하다,,그는 새 프로젝트에 깊이 관여하고 있다.,He is deeply engaged in the new project.,engage.png,engage_word_en.mp3,engage_meaning_ko.mp3,engage_example_en.mp3,engage_example_ko.mp3,중급,3
enhance,개선하다,,규칙적인 운동은 건강을 개선한다.,Regular exercise enhances health.,enhance.png,enhance_word_en.mp3,enhance_meaning_ko.mp3,enhance_example_en.mp3,enhance_example_ko.mp3,중급,3
enjoyable,즐거운,,친구들과의 여행은 정말 즐거운 경험이었다.,The trip with my friends was a very enjoyable experience.,enjoyable.png,enjoyable_word_en.mp3,enjoyable_meaning_ko.mp3,enjoyable_example_en.mp3,enjoyable_example_ko.mp3,중급,3
enquiry,질문,,학생은 수업 후에 선생님께 질문을 했다.,The student made an enquiry to the teacher after class.,enquiry.png,enquiry_word_en.mp3,enquiry_meaning_ko.mp3,enquiry_example_en.mp3,enquiry_example_ko.mp3,중급,3
ensure,보장하다,,우리는 모든 학생의 안전을 보장해야 한다.,We must ensure the safety of all students.,ensure.png,ensure_word_en.mp3,ensure_meaning_ko.mp3,ensure_example_en.mp3,ensure_example_ko.mp3,중급,3
entertaining,재미있는,,그 영화는 재미있는 장면이 많았다.,The movie had many entertaining scenes.,entertaining.png,entertaining_word_en.mp3,entertaining_meaning_ko.mp3,entertaining_example_en.mp3,entertaining_example_ko.mp3,중급,3
enthusiasm,열정,,그녀는 큰 열정으로 한국어를 배운다.,She learns Korean with great enthusiasm.,enthusiasm.png,enthusiasm_word_en.mp3,enthusiasm_meaning_ko.mp3,enthusiasm_example_en.mp3,enthusiasm_example_ko.mp3,중급,3
enthusiastic,열정적인,,그는 새로운 일에 항상 열정적인 태도를 보인다.,He always shows an enthusiastic attitude toward new work.,enthusiastic.png,enthusiastic_word_en.mp3,enthusiastic_meaning_ko.mp3,enthusiastic_example_en.mp3,enthusiastic_example_ko.mp3,중급,3
entire,전체의,,전체의 계획을 다시 확인해 봅시다.,Let's check the entire plan again.,entire.png,entire_word_en.mp3,entire_meaning_ko.mp3,entire_example_en.mp3,entire_example_ko.mp3,중급,3
